Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Web Application Developer,3.3,Matahari Department Store,Palembang,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Indomaret, Alfamart",3471,49073,"We are looking for a Web Application Developer skilled in APIs, HTML, JavaScript. Responsibilities include Collaborate with designers, Develop web applications, Work with JavaScript and APIs."
Interaction Designer,2.6,Lippo Group,Pekanbaru,Padang,1001 to 5000 employees,2003,Company - Corporation (C Corp),Conglomerate,Conglomerate,Sinar Mas Group,6619,81686,"We are looking for an Interaction Designer skilled in Adobe XD, Prototyping, UI Design. Responsibilities include Work with design tools, Collaborate with developers, Ensure interaction quality."
Product Manager,2.9,Kalbe Farma,Gunungsitoli,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,3714,67133,"Hiring a Product Manager experienced with Agile, Scrum, Product Development. You will be responsible for Work with cross-functional teams, Manage product lifecycle, Communicate with stakeholders."
Data Scientist,4.0,Gudang Garam,Bekasi,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Sampoerna, Djarum, Unilever Indonesia",2646,49935,"We are looking for a Data Scientist to join our team. Requirements: Experience in Python, Machine Learning, SQL. Responsibilities: Analyze data to drive insights, Collaborate with cross-functional teams, Communicate findings to stakeholders."
Product Manager,4.5,Gudang Garam,Ternate,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Unilever Indonesia, Djarum, Sampoerna",4473,49935,"Hiring a Product Manager experienced with Scrum, Agile, Product Development. You will be responsible for Work with cross-functional teams, Ensure product success, Communicate with stakeholders."
Motion Graphics Designer,4.0,Sinar Mas Group,Tual,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2218,28105,"Join us as a Motion Graphics Designer. Required skills: Animation, Cinema 4D, Motion Graphics. Duties: Create motion graphics, Collaborate with video production teams, Work with animation tools."
Interaction Designer,3.6,Bank Mandiri,Lubuklinggau,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI), Bank Central Asia (BCA)",6158,79344,"We are looking for an Interaction Designer skilled in Adobe XD, UI Design, User Testing. Responsibilities include Ensure interaction quality, Design interactive experiences, Collaborate with developers."
Back-end Developer,2.7,Bank Rakyat Indonesia (BRI),Pekanbaru,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Central Asia (BCA), Bank Mandiri",2099,41943,"Hiring a Back-end Developer experienced with Python, APIs, Node.js. Responsibilities: Collaborate with front-end developers, Ensure application performance, Work with databases."
Web Developer,4.6,Sinar Mas Group,Yogyakarta,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2020,28105,"We need a Web Developer proficient in Node.js, JavaScript, React. Responsibilities: Work with HTML, CSS, and JavaScript, Optimize web applications, Develop and maintain websites."
UX Designer,3.0,Garuda Indonesia,Parepare,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",4712,67312,"We need a UX Designer with skills in Sketch, Wireframing, Adobe XD. Main tasks: Conduct user research, Create wireframes and prototypes, Ensure usability."
Agile Project Manager,4.3,Bank Mandiri,Tarakan,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI), Bank Central Asia (BCA)",6832,79344,"We need an Agile Project Manager with skills in Leadership, Communication, Project Management. Main tasks: Communicate with stakeholders, Manage agile projects, Collaborate with agile teams."
Data Mining Engineer,3.8,Bank Central Asia (BCA),Tangerang,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Mandiri, Bank Negara Indonesia (BNI)",1953,31814,"Seeking a Data Mining Engineer proficient in Data Mining, R, Algorithms. Responsibilities include Work with data scientists, Develop data mining models, Analyze large datasets."
Web Application Developer,3.4,Traveloka,Tasikmalaya,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Bukalapak, GoJek, Tokopedia",4656,56985,"We are looking for a Web Application Developer skilled in APIs, HTML, CSS. Responsibilities include Optimize web application performance, Ensure application security, Collaborate with designers."
Front-end Developer,4.0,Sinar Mas Group,Makassar,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2270,28105,"Seeking a Front-end Developer with skills in React, JavaScript, CSS. Responsibilities: Optimize front-end performance, Develop user interfaces, Work with HTML, CSS, and JavaScript."
Reinforcement Learning Specialist,4.0,Traveloka,Tebing Tinggi,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Bukalapak, Tokopedia, GoJek",3231,56985,"Join our team as a Reinforcement Learning Specialist. Skills required: Machine Learning, Reinforcement Learning, Python. Responsibilities: Optimize RL algorithms, Conduct experiments, Collaborate with data scientists."
Data Scientist,3.9,Blue Bird Group,Payakumbuh,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",2238,29347,"We are looking for a Data Scientist to join our team. Requirements: Experience in SQL, Python, R. Responsibilities: Develop predictive models, Communicate findings to stakeholders, Work with large datasets."
Program Manager,4.4,Indomaret,Tidore Kepulauan,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",4108,61964,"Join us as a Program Manager. Required skills: Agile, Leadership, Communication. Duties: Ensure program delivery, Manage program budgets, Coordinate multiple projects."
Program Manager,3.1,Tokopedia,Depok,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, Traveloka, GoJek",328,3915,"Join us as a Program Manager. Required skills: Leadership, Scrum, Communication. Duties: Communicate with stakeholders, Manage programs, Ensure program delivery."
Technical Project Manager,4.5,PT Telkom Indonesia,Prabumulih,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"Indosat Ooredoo, Telekomunikasi Selular (Telkomsel), XL Axiata",207,2421,"Seeking a Technical Project Manager proficient in Project Management, Scrum, Technical Background. Responsibilities include Ensure project delivery, Work with cross-functional teams, Manage technical projects."
Research Scientist,4.7,Bank Rakyat Indonesia (BRI),Dumai,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Mandiri, Bank Negara Indonesia (BNI), Bank Central Asia (BCA)",3702,41943,"Join us as a Research Scientist. Required skills: Python, Machine Learning, Statistics. Duties: Analyze experimental data, Develop new methodologies, Conduct research and experiments."
UX Designer,4.0,PLN (Perusahaan Listrik Negara),Metro,Jakarta,5001 to 10000 employees,2002,Company - Subsidiary,Energy,Energy,"Bumi Resources, Pertamina",4362,75785,"We need a UX Designer with skills in UX Research, Sketch, Adobe XD. Main tasks: Design user experiences, Collaborate with developers, Create wireframes and prototypes."
Web Developer,3.7,Matahari Department Store,Serang,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Alfamart, Indomaret",3593,49073,"We need a Web Developer proficient in React, HTML, Node.js. Responsibilities: Ensure website performance, Develop and maintain websites, Optimize web applications."
Motion Graphics Designer,2.7,Blue Bird Group,Serang,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Garuda Indonesia, Astra International",2339,29347,"Join us as a Motion Graphics Designer. Required skills: Cinema 4D, After Effects, Animation. Duties: Develop visual content, Work with animation tools, Ensure animation quality."
Data Engineer,4.8,Bank Rakyat Indonesia (BRI),Jakarta,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Central Asia (BCA), Bank Mandiri",3487,41943,"Hiring a Data Engineer experienced with Python, Hadoop, ETL. You will be responsible for Build and maintain data pipelines, Work with big data technologies, Develop ETL processes."
Front-end Developer,4.5,Telekomunikasi Selular (Telkomsel),Denpasar,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"XL Axiata, Indosat Ooredoo, PT Telkom Indonesia",3669,66317,"Seeking a Front-end Developer with skills in JavaScript, Vue.js, HTML. Responsibilities: Work with HTML, CSS, and JavaScript, Develop user interfaces, Optimize front-end performance."
Data Engineer,5.0,Matahari Department Store,Banjar,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Alfamart, Indomaret",2812,49073,"Hiring a Data Engineer experienced with Python, Big Data, Hadoop. You will be responsible for Ensure data quality and integrity, Collaborate with data scientists, Work with big data technologies."
Data Analyst,3.4,Kalbe Farma,Blitar,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4913,67133,"Seeking a Data Analyst proficient in Power BI, Tableau, Excel. Responsibilities include Analyze business data, Support data-driven decision making, Work with SQL and Excel."
Deep Learning Engineer,4.1,Indosat Ooredoo,Malang,Surabaya,10001+ employees,2012,Company - Cooperative,Telecommunications,Telecommunications,"PT Telkom Indonesia, XL Axiata, Telekomunikasi Selular (Telkomsel)",5122,85718,"Hiring a Deep Learning Engineer experienced with Python, Keras, TensorFlow. You will be responsible for Collaborate with data scientists, Develop deep learning models, Deploy DL solutions."
AI Research Scientist,3.7,Tokopedia,Sabang,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"GoJek, Traveloka, Bukalapak",234,3915,"We need an AI Research Scientist with skills in Python, Algorithms, AI. Main tasks: Analyze experimental results, Publish research papers, Collaborate with other researchers."
Machine Learning Engineer,4.4,Bank Negara Indonesia (BNI),Jayapura,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Mandiri, Bank Rakyat Indonesia (BRI), Bank Central Asia (BCA)",6583,86365,"Join our team as a Machine Learning Engineer. Skills required: NLP, Scikit-Learn, TensorFlow. Responsibilities: Collaborate with data scientists, Optimize ML algorithms, Deploy ML solutions."
Web Developer,4.8,Bank Mandiri,Serang,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI)",6018,79344,"We need a Web Developer proficient in React, JavaScript, HTML. Responsibilities: Collaborate with designers, Develop and maintain websites, Ensure website performance."
Data Scientist,3.8,Ciputra Development,Palopo,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,263,5075,"We are looking for a Data Scientist to join our team. Requirements: Experience in Machine Learning, R, Python. Responsibilities: Analyze data to drive insights, Collaborate with cross-functional teams, Work with large datasets."
Research Scientist,2.6,Bank Rakyat Indonesia (BRI),Sawah Lunto,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Mandiri, Bank Central Asia (BCA)",2602,41943,"Join us as a Research Scientist. Required skills: Machine Learning, Data Analysis, R. Duties: Analyze experimental data, Develop new methodologies, Conduct research and experiments."
Data Mining Engineer,3.1,Bank Mandiri,Prabumulih,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI)",4467,79344,"Seeking a Data Mining Engineer proficient in R, Algorithms, SQL. Responsibilities include Optimize algorithms, Develop data mining models, Analyze large datasets."
Machine Learning Engineer,4.0,Tokopedia,Ambon,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, GoJek, Traveloka",228,3915,"Join our team as a Machine Learning Engineer. Skills required: Deep Learning, TensorFlow, NLP. Responsibilities: Deploy ML solutions, Develop machine learning models, Collaborate with data scientists."
Program Manager,3.3,Bank Negara Indonesia (BNI),Tidore Kepulauan,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Mandiri",6925,86365,"Join us as a Program Manager. Required skills: Scrum, Agile, Communication. Duties: Ensure program delivery, Manage programs, Communicate with stakeholders."
