Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
JavaScript Developer,3.8,Matahari Department Store,"Yogyakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2012,Company - Private,Information Technology,Technology,-1,147.8,43.4,"Hiring a JavaScript Developer proficient in JavaScript, Node.js, React. Responsibilities: Optimize JavaScript performance, Ensure code quality, Work with frameworks like React and Node.js."
Robotics Engineer,4.8,Unilever Indonesia,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Technology,None,97.7,74.4,"Seeking a Robotics Engineer proficient in ROS, Python, Robotics. Responsibilities include Work with control systems, Test and optimize robotics algorithms, Collaborate with other engineers."
Web Application Developer,4.9,Garuda Indonesia,"Yogyakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2012,Company - Private,Information Technology,Technology,-1,69.4,46.9,"We are looking for a Web Application Developer skilled in HTML, APIs, CSS. Responsibilities include Collaborate with designers, Develop web applications, Optimize web application performance."
Product Manager,3.7,Gudang Garam,"Surabaya, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Business Services,None,136.3,86.9,"Hiring a Product Manager experienced with Product Development, Agile, Product Management. You will be responsible for Define product vision, Communicate with stakeholders, Manage product lifecycle."
Web Application Developer,3.2,Blue Bird Group,"Bali, Indonesia","Bandung, Indonesia",10001+ employees,2010,Company - Private,Software,Technology,None,76.7,37.6,"We are looking for a Web Application Developer skilled in HTML, CSS, JavaScript. Responsibilities include Develop web applications, Collaborate with designers, Work with JavaScript and APIs."
Interaction Designer,3.2,Bank Central Asia (BCA),"Surabaya, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2009,Company - Public,Software,Technology,None,105.5,26.7,"We are looking for an Interaction Designer skilled in Prototyping, UI Design, Adobe XD. Responsibilities include Work with design tools, Collaborate with developers, Create prototypes."
Data Scientist,3.4,Indomaret,"Yogyakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2009,Company - Public,Software,Technology,None,67.3,14.8,"We are looking for a Data Scientist to join our team. Requirements: Experience in Python, SQL, R. Responsibilities: Develop predictive models, Collaborate with cross-functional teams, Communicate findings to stakeholders."
Business Intelligence Analyst,3.7,Indofood,"Bandung, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2009,Company - Private,Information Technology,Technology,None,108.0,55.7,"We need a Business Intelligence Analyst with skills in SQL, BI Tools, Data Modeling. Main tasks: Analyze data trends, Create and maintain dashboards, Provide actionable insights."
Research Scientist,3.8,Traveloka,"Bali, Indonesia","Bali, Indonesia",1001 to 5000 employees,2012,Company - Public,Software,Technology,-1,99.9,95.6,"Join us as a Research Scientist. Required skills: R, Data Analysis, Machine Learning. Duties: Publish research findings, Develop new methodologies, Collaborate with other scientists."
Data Scientist,3.7,PT Telkom Indonesia,"Yogyakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2011,Company - Public,Information Technology,Business Services,-1,140.4,39.8,"We are looking for a Data Scientist to join our team. Requirements: Experience in Machine Learning, R, Python. Responsibilities: Analyze data to drive insights, Work with large datasets, Develop predictive models."
AI Research Scientist,2.9,Bank Central Asia (BCA),"Bandung, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Private,Software,Business Services,-1,70.4,79.1,"We need an AI Research Scientist with skills in Research, Python, Machine Learning. Main tasks: Analyze experimental results, Publish research papers, Develop new AI algorithms."
Business Intelligence Analyst,4.5,Telekomunikasi Selular (Telkomsel),"Jakarta, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Private,E-commerce,Technology,None,143.5,58.5,"We need a Business Intelligence Analyst with skills in BI Tools, Dashboarding, SQL. Main tasks: Provide actionable insights, Analyze data trends, Work with business stakeholders."
Business Intelligence Analyst,5.0,Garuda Indonesia,"Yogyakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Business Services,-1,114.2,87.0,"We need a Business Intelligence Analyst with skills in SQL, Analytics, Dashboarding. Main tasks: Develop BI solutions, Work with business stakeholders, Provide actionable insights."
Data Engineer,3.3,XL Axiata,"Jakarta, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Technology,None,105.5,93.5,"Hiring a Data Engineer experienced with Hadoop, Big Data, Python. You will be responsible for Collaborate with data scientists, Ensure data quality and integrity, Develop ETL processes."
Web Application Developer,3.4,Pertamina,"Bandung, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2011,Company - Private,Information Technology,Technology,-1,136.9,72.7,"We are looking for a Web Application Developer skilled in CSS, HTML, Web Development. Responsibilities include Work with JavaScript and APIs, Ensure application security, Optimize web application performance."
Brand Designer,4.2,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Jakarta, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2010,Company - Public,E-commerce,Technology,None,115.1,21.2,"Hiring a Brand Designer proficient in Visual Design, Graphic Design, Brand Strategy. Responsibilities: Create visual identities, Ensure brand consistency, Work with design tools."
NLP Engineer (Natural Language Processing),4.3,Astra International,"Yogyakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2013,Company - Public,Information Technology,Technology,-1,148.4,44.2,"Join us as an NLP Engineer. Required skills: NLP, NLTK, Text Mining. Duties: Work with text data, Develop NLP models, Collaborate with linguists."
Robotics Engineer,2.6,Sampoerna,"Yogyakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2013,Company - Private,Software,Technology,-1,114.3,52.1,"Seeking a Robotics Engineer proficient in C++, Robotics, Control Systems. Responsibilities include Program robots, Test and optimize robotics algorithms, Collaborate with other engineers."
Motion Graphics Designer,2.9,Matahari Department Store,"Bandung, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2010,Company - Private,Software,Technology,None,77.1,37.8,"Join us as a Motion Graphics Designer. Required skills: Animation, Cinema 4D, Creativity. Duties: Create motion graphics, Collaborate with video production teams, Ensure animation quality."
UI Designer,2.8,Alfamart,"Yogyakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,Information Technology,Technology,None,105.6,74.2,"Hiring a UI Designer experienced with Prototyping, Figma, UI Design. Responsibilities: Collaborate with developers, Create prototypes, Ensure design consistency."
Brand Designer,3.0,XL Axiata,"Bali, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Private,Information Technology,Technology,None,137.7,41.6,"Hiring a Brand Designer proficient in Visual Design, Adobe Creative Suite, Brand Strategy. Responsibilities: Ensure brand consistency, Create visual identities, Collaborate with marketing teams."
UX Designer,3.0,XL Axiata,"Surabaya, Indonesia","Bali, Indonesia",5001 to 10000 employees,2013,Company - Private,Information Technology,Business Services,-1,135.4,63.3,"We need a UX Designer with skills in UX Research, Adobe XD, Sketch. Main tasks: Conduct user research, Collaborate with developers, Create wireframes and prototypes."
UX Designer,4.8,Bank Negara Indonesia (BNI),"Bali, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Public,Information Technology,Business Services,-1,82.7,69.9,"We need a UX Designer with skills in Adobe XD, Sketch, Wireframing. Main tasks: Create wireframes and prototypes, Collaborate with developers, Conduct user research."
Graphic Designer,2.9,Blue Bird Group,"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,Information Technology,Business Services,-1,89.9,96.9,"Seeking a Graphic Designer proficient in Illustrator, Graphic Design, InDesign. Responsibilities: Collaborate with marketing teams, Create visual designs, Work with design tools."
Data Engineer,4.9,Bukalapak,"Yogyakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2010,Company - Private,Information Technology,Technology,None,102.3,57.7,"Hiring a Data Engineer experienced with Python, ETL, SQL. You will be responsible for Build and maintain data pipelines, Work with big data technologies, Develop ETL processes."
Brand Designer,3.4,Indofood,"Bali, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2010,Company - Private,E-commerce,Business Services,None,127.0,59.6,"Hiring a Brand Designer proficient in Graphic Design, Visual Design, Brand Strategy. Responsibilities: Work with design tools, Develop branding materials, Create visual identities."
Web Developer,3.7,Indofood,"Bali, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2012,Company - Public,E-commerce,Business Services,-1,101.2,40.1,"We need a Web Developer proficient in HTML, Node.js, CSS. Responsibilities: Work with HTML, CSS, and JavaScript, Develop and maintain websites, Optimize web applications."
UI/UX Developer,4.9,Sinar Mas Group,"Bali, Indonesia","Bandung, Indonesia",10001+ employees,2013,Company - Private,E-commerce,Technology,None,120.1,24.9,"Join us as a UI/UX Developer. Required skills: Sketch, UX Research, Prototyping. Duties: Design user interfaces and experiences, Create prototypes, Work with design tools."
Web Developer,2.7,Indosat Ooredoo,"Surabaya, Indonesia","Surabaya, Indonesia",10001+ employees,2013,Company - Public,E-commerce,Business Services,-1,82.5,72.7,"We need a Web Developer proficient in Node.js, React, CSS. Responsibilities: Collaborate with designers, Ensure website performance, Optimize web applications."
Scrum Master,3.3,Blue Bird Group,"Bandung, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2010,Company - Public,Information Technology,Technology,-1,75.0,65.2,"We are looking for a Scrum Master skilled in Project Management, Facilitation, Agile. Responsibilities include Communicate with stakeholders, Remove obstacles, Ensure team productivity."
Interaction Designer,2.6,PT Telkom Indonesia,"Surabaya, Indonesia","Bandung, Indonesia",10001+ employees,2012,Company - Private,Information Technology,Technology,-1,70.1,47.1,"We are looking for an Interaction Designer skilled in User Testing, Interaction Design, Adobe XD. Responsibilities include Design interactive experiences, Ensure interaction quality, Collaborate with developers."
Full-stack Developer,4.9,Tokopedia,"Bali, Indonesia","Bali, Indonesia",1001 to 5000 employees,2013,Company - Private,E-commerce,Technology,None,125.8,90.2,"We need a Full-stack Developer with skills in Node.js, React, HTML. Main tasks: Develop both front-end and back-end, Ensure full-stack performance, Optimize full-stack applications."
Front-end Developer,3.7,Bukalapak,"Surabaya, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Public,Software,Technology,None,92.5,59.6,"Seeking a Front-end Developer with skills in HTML, CSS, Vue.js. Responsibilities: Collaborate with back-end developers, Work with HTML, CSS, and JavaScript, Ensure responsive design."
UI/UX Developer,3.0,PT Telkom Indonesia,"Bali, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2009,Company - Public,E-commerce,Technology,None,81.3,28.4,"Join us as a UI/UX Developer. Required skills: Prototyping, Sketch, UX Research. Duties: Design user interfaces and experiences, Conduct user research, Create prototypes."
Graphic Designer,4.7,Gudang Garam,"Bandung, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2011,Company - Public,E-commerce,Business Services,None,140.6,14.4,"Seeking a Graphic Designer proficient in InDesign, Illustrator, Creativity. Responsibilities: Collaborate with marketing teams, Create visual designs, Work with design tools."
Front-end Developer,4.3,Kalbe Farma,"Jakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Private,E-commerce,Business Services,-1,92.0,33.8,"Seeking a Front-end Developer with skills in HTML, CSS, Vue.js. Responsibilities: Develop user interfaces, Ensure responsive design, Collaborate with back-end developers."
